"Black Tongue","Mastodon","The Hunter","2024-09-04T11:11:06Z","0KdjtHI5Acg6SMoomxQaCb"
"The Czar: Usurper / Escape / Martyr / Spiral","Mastodon","Crack the Skye","2024-09-04T11:10:53Z","0Ph2UrHT9a0gynNbTQMIHB"
"Oblivion","Mastodon","Crack the Skye","2024-09-04T11:10:50Z","1kMSSKwKnPkYs5e4BeCfk3"
"Hand of Stone","Mastodon","Blood Mountain","2024-09-04T11:10:34Z","23CVktH7y4pl4qUJ43qc3w"
"Hearts Alive","Mastodon","Leviathan","2024-09-04T11:10:19Z","5ZwXpxkFA2qW0nGCXwpIx4"
"Aqua Dementia","Mastodon","Leviathan","2024-09-04T11:10:16Z","03Gs3eAOlUkCJIsCX63qhD"
"Iron Tusk","Mastodon","Leviathan","2024-09-04T11:10:14Z","7zF8QWnnpQ1xNTWmCdsQCX"
"Trilobite","Mastodon","Remission","2024-09-04T11:09:52Z","26PlVZBrAbiW1mFCQnwbvb"
"March of the Fire Ants","Mastodon","Remission","2024-09-04T11:09:47Z","1KcVOoLXfpbadmBz0HkJ1r"
"7empest","TOOL","Fear Inoculum","2024-09-04T11:04:10Z","0gGfmw4csswZmFPj9YK8GW"
"Pneuma","TOOL","Fear Inoculum","2024-09-04T11:04:04Z","03sEzk1VyrUZSgyhoQR0LZ"
"Right In Two","TOOL","10,000 Days","2024-09-04T11:03:49Z","0NLDZzVke3Qu7vDhWyGzRk"
"The Pot","TOOL","10,000 Days","2024-09-04T11:03:46Z","1lATXTBJDHwawvT1UfxWu3"
"Vicarious","TOOL","10,000 Days","2024-09-04T11:03:42Z","65ShmiE5aLBdcIGr7tHX35"
"Lateralus","TOOL","Lateralus","2024-09-04T11:03:29Z","7tvuLLroI0n6uYBWuFig5d"
"Parabola","TOOL","Lateralus","2024-09-04T11:03:26Z","1vxu8vMNshg5J8z3oA7QJZ"
"Schism","TOOL","Lateralus","2024-09-04T11:03:24Z","55mJleti2WfWEFNFcBduhc"
"Ænema","TOOL","Ænima","2024-09-04T11:03:08Z","0nLOl4fSiBZKGFla5pLUtf"
"Forty Six & 2","TOOL","Ænima","2024-09-04T11:03:03Z","6AioOohg4bQZFA4jIYQQ2r"
"Stinkfist","TOOL","Ænima","2024-09-04T11:03:00Z","0pwObEOHolQZSldJ2q1wpy"
"Sober","TOOL","Undertow","2024-09-04T11:02:45Z","6DyywdbmTzlmXBzG9ym7Rt"
"Prison Sex","TOOL","Undertow","2024-09-04T11:02:44Z","6bBfqZW47dwndIfYQcB0VR"
"Twin Black Angels","Ihsahn","Ámr","2024-09-04T10:52:16Z","5wCrij6NcKaaPPIcLnB4it"
"Arcana Imperii","Ihsahn","Ámr","2024-09-04T10:52:12Z","2OI2gIOnRe7TnErAoH2dUd"
"Sámr","Ihsahn","Ámr","2024-09-04T10:52:11Z","19WOIIfQ3HYS4HlBelOYKD"
"Celestial Violence (feat. Einar Solberg)","Ihsahn","Arktis.","2024-09-04T10:51:53Z","2UNnDZyGFXrWSwSxDtmVEA"
"Mass Darkness","Ihsahn","Arktis.","2024-09-04T10:51:45Z","1ztvB1wntbGNoDyziaVFqC"
"South Winds","Ihsahn","Arktis.","2024-09-04T10:51:44Z","3tpaThc6f3WdBvEgMEC5ER"
"In The Vaults","Ihsahn","Arktis.","2024-09-04T10:51:43Z","7JUdzpVWR0emqjawWJr2iI"
"Pulse","Ihsahn","Das Seelenbrechen","2024-09-04T10:51:30Z","4bitIkRVjQdGaUVuMG61RJ"
"NaCl","Ihsahn","Das Seelenbrechen","2024-09-04T10:51:27Z","14WCKjnlTc3ZKEQ1q5jFJM"
"The Paranoid","Ihsahn","Eremita","2024-09-04T10:51:14Z","2K1Fww13vzrhtww4erujL1"
"Frozen Lakes On Mars","Ihsahn","After","2024-09-04T10:51:02Z","0izk2t105Kg2Fpeb9EQWNb"
"Unhealer","Ihsahn","angL","2024-09-04T10:50:51Z","34IYs1PGPvRhjiJJ9Xayry"
"Burning Bridges","Delain","Apocalypse & Chill","2024-09-04T09:46:54Z","0Z1I9iJRUkQPWGmrrkom3H"
"The New Year","Death Cab for Cutie","Transatlanticism","2024-09-03T16:41:37Z","3yLgtIF1dEk9LJzaARBRxJ"
"Homecoming","Ihsahn","The Adversary","2024-09-03T16:38:26Z","19dz93t4PgzWiQGn95Nlms"
"In Motion","Underoath","Erase Me","2024-09-03T16:36:28Z","7t96COUApVW4qidsvJVt2z"
"Bloodlust","Underoath","Erase Me","2024-09-03T16:36:26Z","2Yu347ezQEa7Aw2uG7jJ3i"
"It Has To Start Somewhere","Underoath","Erase Me","2024-09-03T16:36:22Z","2kAcyBiEo7dZiZFvWAYALZ"
"Who Will Guard the Guardians","Underoath","Ø (Disambiguation)","2024-09-03T16:36:00Z","3foqrLy5lMI2ThjnTn7YyI"
"Illuminator","Underoath","Ø (Disambiguation)","2024-09-03T16:35:55Z","75Bh4PUnKLCFF1aK6b2Bem"
"In Division","Underoath","Ø (Disambiguation)","2024-09-03T16:35:51Z","2lD6un8koEvICVYEDeI8Qp"
"Coming Down Is Calming Down","Underoath","Lost In The Sound Of Separation","2024-09-03T16:35:33Z","2wCKGd4ODvXDmI4Rl6gaz4"
"Anyone Can Dig A Hole But It Takes A Real Man To Call It Home","Underoath","Lost In The Sound Of Separation","2024-09-03T16:35:30Z","1YNmI8U6y6DTw56oOITpiS"
"Writing On The Walls","Underoath","Define The Great Line","2024-09-03T16:35:08Z","313yF0VXTCmFFoYEJF7nBQ"
"Everyone Looks So Good From Here","Underoath","Define The Great Line","2024-09-03T16:35:07Z","1rfMDstuBGujKWQ5I7yMZz"
"To Whom It May Concern","Underoath","Define The Great Line","2024-09-03T16:35:06Z","3FNaxrbtUnEnnVOaDQRe4W"
"A Moment Suspended In Time","Underoath","Define The Great Line","2024-09-03T16:35:01Z","1SBceOn4txhXq6Uan8EMPt"
"Reinventing Your Exit","Underoath","They're Only Chasing Safety","2024-09-03T16:34:46Z","591vJuuep0gfPhx9p8WPD5"
"It's Dangerous Business Walking Out Your Front Door","Underoath","They're Only Chasing Safety","2024-09-03T16:34:42Z","6MdAoknD4tWcqYm7J0SQGh"
"Young And Aspiring","Underoath","They're Only Chasing Safety","2024-09-03T16:34:38Z","5AcWLXw3J6XVC9Ba6SNB0u"
"Counterfeit","Wolves At The Gate","Eclipse","2024-09-02T18:05:38Z","02KS93L0i9PxtP17FAfDCN"
"The Sea in Between","Wolves At The Gate","Eclipse","2024-09-02T18:05:35Z","5ur3JLkVod4h2axypydZd2"
"Evil Are the Kings","Wolves At The Gate","Eclipse","2024-09-02T18:05:30Z","4XKUz6Rta3cPKlGVXYzD5S"
"Face to Face","Wolves At The Gate","Eclipse","2024-09-02T18:05:27Z","2YieFjTkaepb1LxSXtyslB"
"The Cure","Wolves At The Gate","Eclipse","2024-09-02T18:05:26Z","3bimN1JcQkbLWcUJexAEyh"
"War in the Time of Peace","Wolves At The Gate","Types & Shadows","2024-09-02T18:05:11Z","6yqLerMZKHCeXlVcd8GnyN"
"Asleep","Wolves At The Gate","Types & Shadows","2024-09-02T18:05:08Z","0i3m49GgDdZuO3J3GLqot6"
"The Convicted","Wolves At The Gate","VxV","2024-09-02T18:04:54Z","6rzNIrmIBwbq8wr8EH3xXy"
"The Bird and the Snake","Wolves At The Gate","VxV","2024-09-02T18:04:51Z","0xmEH5OAtUZJf83ozYRufY"
"Step Out To The Water","Wolves At The Gate","Captors","2024-09-02T18:04:38Z","7gKDBGooHLqJ5P7rKsMv2c"
"Morning Star","Wolves At The Gate","Captors","2024-09-02T18:04:33Z","1uIsOLzclBT3Urq67MeRie"
"The Great Deceit","Killswitch Engage","Incarnate","2024-09-02T18:02:22Z","7aUGLzxRNPGiyWc4WSAjbr"
"Just Let Go","Killswitch Engage","Incarnate","2024-09-02T18:02:19Z","4zHrTVYP3jXooTbN9bsqkj"
"Strength of the Mind","Killswitch Engage","Incarnate","2024-09-02T18:02:15Z","6AjXt5W30GHH3pZPrYK6TH"
"Hate by Design","Killswitch Engage","Incarnate","2024-09-02T18:02:13Z","6xXIMiJeAHZZcoReecFZwD"
"In Due Time","Killswitch Engage","Disarm the Descent","2024-09-02T18:01:53Z","0AccUlGBVISmBSYZl8ih4n"
"A Tribute to the Fallen","Killswitch Engage","Disarm the Descent","2024-09-02T18:01:51Z","2jV9za9CPbn1Z2BL91b7sL"
"Beyond the Flames","Killswitch Engage","Disarm the Descent","2024-09-02T18:01:47Z","4ZqoKveUcVr33IPF7B98h6"
"Never Again","Killswitch Engage","Killswitch Engage","2024-09-02T18:01:35Z","5qAoknGvV7ICo72sxZj8Wy"
"My Curse","Killswitch Engage","As Daylight Dies","2024-09-02T18:01:17Z","5fodi5z7BngUgku13WtF81"
"Unbroken","Killswitch Engage","As Daylight Dies","2024-09-02T18:01:16Z","7EewNrfQvHICMv4BRK0ttU"
"This Is Absolution","Killswitch Engage","As Daylight Dies","2024-09-02T18:01:07Z","53ZwCHcVQ5hOk4wFNDgmzn"
"Soilborn - 2004 Remaster","Killswitch Engage","Killswitch Engage (Expanded Edition) [2004 Remaster]","2024-09-02T18:00:54Z","5sJjsBGS8MEWDHq5cFPyAf"
"Prelude - 2004 Remaster","Killswitch Engage","Killswitch Engage (Expanded Edition) [2004 Remaster]","2024-09-02T18:00:52Z","74QK2ZwnDELL5aGOR01gUb"
"Temple From The Within - 2004 Remaster","Killswitch Engage","Killswitch Engage (Expanded Edition) [2004 Remaster]","2024-09-02T18:00:49Z","1TbARtTYtshDYmXHMOUJuP"
"A Bid Farewell","Killswitch Engage","The End of Heartache","2024-09-02T18:00:28Z","4jFzAJHwqi4sELhu09W1Ti"
"The End of Heartache","Killswitch Engage","The End of Heartache","2024-09-02T18:00:25Z","6WrusttQhWlojn3WKlPTaY"
"Breathe Life","Killswitch Engage","The End of Heartache","2024-09-02T18:00:24Z","6rDQXf5zySnxuUC138m9MT"
"Take This Oath","Killswitch Engage","The End of Heartache","2024-09-02T18:00:20Z","2DB2Qb7pbQNY46J2BQo6i6"
"Judgement Day","Van Halen","For Unlawful Carnal Knowledge","2024-09-02T15:07:56Z","04desHesbK9Ru3svTS4yi4"
"Dreams - 2023 Remaster","Van Halen","5150 (2023 Remaster)","2024-09-02T15:07:39Z","7sQm18ygRXjeFtc7KXQ9aN"
"Why Can't This Be Love - 2023 Remaster","Van Halen","5150 (2023 Remaster)","2024-09-02T15:07:36Z","6hgrECmbScEVIjWKHHiOyq"
"Jump - 2015 Remaster","Van Halen","1984 (Remastered)","2024-09-02T15:07:14Z","7N3PAbqfTjSEU1edb2tY8j"
"Mean Street - 2015 Remaster","Van Halen","Fair Warning (Remastered)","2024-09-02T15:06:58Z","1eGSgC6ZhJ8D4nrZZ83LyA"
"Dirty Movies - 2015 Remaster","Van Halen","Fair Warning (Remastered)","2024-09-02T15:06:57Z","63Kyj8FRdQHbSHgdNb74Le"
"And the Cradle Will Rock... - 2015 Remaster","Van Halen","Women and Children First (Remastered)","2024-09-02T15:06:35Z","4MM0jT9z9m7VFiusFrGJ8C"
"Underground","Mujuice","Underground","2024-09-01T13:22:12Z","0hPgElEJvkBF4bv362mngr"
"never look back","Run The Jewels","RTJ4","2024-09-01T13:20:09Z","3vrOmd6lTTKXGjaYeq8kni"
"Адская колыбельная","Poshlaya Molly","Адская колыбельная","2024-08-31T17:05:06Z","2pyjr4JKVkG03LmWBIusur"
"Faded","Izzy Bizu","Faded","2024-08-31T16:34:53Z","4UVeJwSKl0fUm49mcBZc7i"
"Танцуй и кайся","Краснознаменная Дивизия Имени Моей Бабушки","Танцуй и кайся","2024-08-31T16:26:25Z","2Acm0zXI1xC7hxM80jpyge"
"Ache In My Heart","Palaye Royale","Ache In My Heart","2024-08-31T15:04:51Z","6a2tRke4g8upaxXAMOWN1H"
"Questions - Remastered","Rage","Trapped!","2024-08-30T21:15:15Z","2biGDKPed3IjS7CSLcFcQd"
"Medicine - Remastered","Rage","Trapped!","2024-08-30T21:15:12Z","03bRKZfN64lvk0r16yp3b6"
"Blackened Karma","Rage","Seasons of the Black","2024-08-30T21:14:50Z","5ki5bD4jNuyVTztZAOy2nn"
"Spirits of the Night","Rage","The Devil Strikes Again","2024-08-30T21:14:37Z","3aZJd1cNlNuSL5S9tNYXes"
"Hunter & Prey","Rage","Strings to a Web","2024-08-30T21:14:15Z","5QBH5htRt8oiOYebXfRcra"
"Drop Dead!","Rage","Carved in Stone","2024-08-30T21:14:03Z","37FsO1fVwgK0LWoArPFJMn"
"Turn My World Around","Rage","Speak of the Dead","2024-08-30T21:13:49Z","1edT71Z4RirFJNvRvLBV29"
"Soundchaser","Rage","Soundchaser","2024-08-30T21:13:34Z","3ZaD2Haa7B6M0FYzh4EAR1"
"Down","Rage","Unity","2024-08-30T21:13:19Z","1mLSgZdWvIvVXxJdQEmsaj"
"All I Want","Rage","Unity","2024-08-30T21:13:16Z","3w32qokVpUWBbSUWB7rj0m"
"Paint The Devil On The Wall","Rage","Welcome To The Other Side","2024-08-30T21:13:03Z","676ks5v1VZffbomTNULCwR"
"Spiritual Awakening","Rage","Ghosts","2024-08-30T21:12:47Z","5jBqn8GqP6ZNIbMa1JghOe"
"Back In Time","Rage","Ghosts","2024-08-30T21:12:44Z","03PvC4lTX59M5sON5kiGOx"
"The Price Of War","Rage","Black In Mind","2024-08-30T21:12:16Z","0K3x8Y76V4HH0biyVjs7iZ"
"The Crawling Chaos","Rage","Black In Mind","2024-08-30T21:12:11Z","1MS2f72KVgA8272DSlIvG7"
"Who Dares? - Remastered","Rage","The Missing Link","2024-08-30T21:11:52Z","4Kdducy21Xxt3qxn9Fl1iu"
"The Pit and the Pendulum - Remastered","Rage","The Missing Link","2024-08-30T21:11:49Z","4BNESZvspSNVNVIGJkiod0"
"Refuge - Remastered","Rage","The Missing Link","2024-08-30T21:11:46Z","3jfwVUDOHhZlX2N9DL6H3Q"
"The Floating Head","King Diamond","Give Me Your Soul...Please","2024-08-30T20:53:04Z","6542Ddcu1GXkZo0IReHcad"
"No More Me","King Diamond","The Puppet Master","2024-08-30T20:52:46Z","4wgEZg5WwceBb2fgxWZwbK"
"The Ritual","King Diamond","The Puppet Master","2024-08-30T20:52:42Z","5clzbEXzPSFJ6AIQ8FMWJc"
"Blue Eyes","King Diamond","The Puppet Master","2024-08-30T20:52:39Z","3SAAjYnSYa3MY0ForN4B17"
"The Puppet Master","King Diamond","The Puppet Master","2024-08-30T20:52:37Z","0wsV1blWLuFEOEWO7cCWPZ"
"House of God","King Diamond","House of God","2024-08-30T20:52:17Z","5g7SdzykLo0mNT43gk0sZI"
"Voodoo","King Diamond","Voodoo","2024-08-30T20:52:04Z","3FyYOnoWkkQ0r4X0rvHX38"
"I Am","King Diamond","The Graveyard","2024-08-30T20:51:50Z","5eLJpWOEFsski6WXiHQR4G"
"Meet Me at Midnight","King Diamond","The Graveyard","2024-08-30T20:51:45Z","5EC7mWJm3uvo6CaOuxcMTt"
"The Graveyard","King Diamond","The Graveyard","2024-08-30T20:51:42Z","0CNLSev0FuznWNJ8LHkXA4"
"Room 17","King Diamond","The Spider's Lullabye","2024-08-30T20:51:29Z","4qyDclyL4XWdYWb69yQfZL"
"The Spider's Lullabye","King Diamond","The Spider's Lullabye","2024-08-30T20:51:26Z","6jRmLI9Le10mwocoZ2cHsu"
"The Poltergeist","King Diamond","The Spider's Lullabye","2024-08-30T20:51:24Z","1n0uvZ9XtybLr2gA8xI7VU"
"1642 Imprisonment","King Diamond","The Eye","2024-08-30T20:51:07Z","5c20LVeLF7YLjwyMwqaj2q"
"The Meetings","King Diamond","The Eye","2024-08-30T20:51:05Z","7FfUJ4TW04h5vtPKe9cEOy"
"Burn","King Diamond","The Eye","2024-08-30T20:51:02Z","69kNqLcv4GMKxH8aHdxz9I"
"Eye of the Witch","King Diamond","The Eye","2024-08-30T20:51:00Z","5MPaIRE54vfKOedIuEXhGJ"
"Amon Belongs to Them","King Diamond","Conspiracy","2024-08-30T20:50:46Z","2zjkKyEsdA0L7MP0D5BaoE"
"The Wedding Dream","King Diamond","Conspiracy","2024-08-30T20:50:43Z","6LFYT819pLFr6zIPAcevE2"
"At the Graves","King Diamond","Conspiracy","2024-08-30T20:50:39Z","1dD08rvw51NvKQRP8VGTiV"
"The Accusation Chair","King Diamond","Them","2024-08-30T20:50:23Z","27WWHn7mhpTLV4OAHse2WJ"
"The 7th Day of July 1777","King Diamond","Abigail","2024-08-30T20:50:04Z","2h1t6bUoc42nkHkj1Dd3ED"
"Funeral","King Diamond","Abigail","2024-08-30T20:50:01Z","0tOcd1QWItFKoC00vUe4Sf"
"The Lake (Bonus Track)","King Diamond","Fatal Portrait","2024-08-30T20:49:46Z","3BzBBY9bpOc0qFV8lznXtb"
"Halloween","King Diamond","Fatal Portrait","2024-08-30T20:49:42Z","2GSDXekfOAC6BLB52Un2Na"
"The Candle","King Diamond","Fatal Portrait","2024-08-30T20:49:40Z","1M6i3dJ298CiBHv7iWIO14"
"Silently Walking Alone","Leprous","Melodies Of Atonement","2024-08-30T20:47:05Z","44HAQ7qknqh7Tk7A4Dt7g6"
"Faceless","Leprous","Melodies Of Atonement","2024-08-30T14:51:05Z","7F25UJ2dIYM6ZfyexnBjMa"
"My Specter","Leprous","Melodies Of Atonement","2024-08-30T13:26:21Z","21MDu6UnnheyGfk1lhZOpm"
"Atonement","Leprous","Melodies Of Atonement","2024-08-30T13:24:42Z","5AnviKzYMjjJun5bsdSK11"
"Wild God","Nick Cave & The Bad Seeds","Wild God","2024-08-30T10:25:50Z","1dkZqdTUVdLaPKAO62TT0g"
"Favourite","Fontaines D.C.","Romance","2024-08-28T19:28:28Z","27w0RH5IDt6xU3B2j7QOuy"
"In The Modern World","Fontaines D.C.","Romance","2024-08-28T19:28:24Z","3kQmcD1XU29nSMrS7kgsWm"
"Starburster","Fontaines D.C.","Romance","2024-08-28T19:28:23Z","09ttHg3ZNVgDlYBZa1ZBw0"
"Wonderful Life","Hurts","Happiness - Deluxe Edition","2024-08-28T15:39:09Z","2pxpJ9lmbqPEIk3M7ezLR0"
"What's The Rumpus?","Jack White","No Name","2024-08-27T20:10:50Z","6saGhA8ruqmwecXc5kNesC"
"Old Scratch Blues","Jack White","No Name","2024-08-27T19:49:57Z","5Vi4wnQLLs4zZSpnngTbEE"
"Into Dust","Mazzy Star","So Tonight That I Might See","2024-08-27T14:04:19Z","7l5nkTZpoD93OkynN0gcon"
"She's My Baby","Mazzy Star","So Tonight That I Might See","2024-08-27T14:04:17Z","7jLyxBaU1KJvkTXGq7kpha"
"Blue Light","Mazzy Star","So Tonight That I Might See","2024-08-27T14:04:15Z","3BdHMOIA9B0bN53jbE5nWe"
"Fade Into You","Mazzy Star","So Tonight That I Might See","2024-08-27T14:03:35Z","1LzNfuep1bnAUR9skqdHCK"
"In the Kingdom","Mazzy Star","Seasons of Your Day","2024-08-27T09:17:34Z","0hCjDPhl5JbFpYbrlebXvB"
"Look On Down From The Bridge","Mazzy Star","Among My Swan","2024-08-27T09:07:57Z","010ALbbh5KlQ4fKWgSdhRd"
"Cry, Cry","Mazzy Star","Among My Swan","2024-08-27T08:23:32Z","4u5ofLk8CMrtQnRaiIVH4O"
"Mumbay","Sarathy Korwar","More Arriving","2024-08-27T07:32:04Z","0qOrrSabnUUQFfyf2vURfY"
"Flowers In December","Mazzy Star","Among My Swan","2024-08-26T20:14:07Z","0G6Ws8Gbdt0S7pZeuYmkmm"
"forever","Charli xcx","forever","2024-08-26T14:34:27Z","3sVVB8TlYvfB3eR1dKKefv"
"This Is Where I Came In","Bee Gees","This Is Where I Came In","2024-08-26T13:09:28Z","0SfpnyHLyrUlBTgGxgmKVR"
"Mona Lisa On A Mattress","Bishop Briggs","Mona Lisa On A Mattress","2024-08-25T16:31:44Z","29Q5VwxDRc00hgwPpHzFKV"
"The Tradition","Halsey","If I Can’t Have Love, I Want Power (Deluxe)","2024-08-25T15:58:31Z","4Br6Yr5pKaf1ehJ7bKPWO6"
"Slow Train To Dawn","The The","Infected","2024-08-25T13:29:04Z","3QAkyBdP5rQFXh3i0PsK7t"
"Angels Of Deception","The The","Infected","2024-08-25T13:19:27Z","1mE2J1q4mhQgFEK0akuzCH"
"Heartland","The The","Infected","2024-08-25T13:13:48Z","2exnEEpHm0duFqFljwYSiO"
"Infected","The The","Infected","2024-08-25T13:02:17Z","7qnvSTNIjT6d9hf05P6sqi"
"Comfortably Numb - 2011 Remastered Version","Pink Floyd","The Wall (Remastered)","2024-08-24T20:42:25Z","7Fg4jpwpkdkGCvq1rrXnvx"
"The Mattress","King Hannah","Big Swimmer","2024-08-24T19:26:26Z","38JFTveWcdoPt70YRzRhWR"
"Mansard Roof","Vampire Weekend","Vampire Weekend","2024-08-24T08:41:09Z","23A1225Ju3BOBykt9n4xkc"
"Cast out and Cold","Phideaux","Infernal","2024-08-24T01:23:27Z","3MrEA5PPVDZGTzTXOk4eYt"
"Out of Myself - Live","Riverside","Voices In My Head","2024-08-24T01:13:58Z","4g9j3ebRO2mvN3yxmUe4nJ"
"Loose Heart - Live","Riverside","Voices In My Head","2024-08-24T01:12:09Z","058B73UwVaqHd7vi6zjNge"
"Us","Riverside","Voices In My Head","2024-08-24T00:47:38Z","2mLbsyAYres8gmabRB6oSF"
"Schlagschatten","[:SITD:]","Requiem X","2024-08-23T17:17:06Z","6FRMzx7boZjUNbmEYE0j80"
"The Third Mind: Third Movement","Throbbing Gristle","The Third Mind Movements","2024-08-23T14:27:14Z","5DYCkT3w7hTxnyxuw370LW"
"Perception Is The Only Reality","Throbbing Gristle","The Third Mind Movements","2024-08-23T14:01:28Z","6t848binO8TIkANIZX5czl"
"The Man From Nowhere","Throbbing Gristle","The Third Mind Movements","2024-08-23T13:30:56Z","6TRRQRdrR5x9El1gr8WTke"
"Campus","Vampire Weekend","Vampire Weekend","2024-08-22T20:06:36Z","5dUFfk2cwD8GiJPS03mYN0"
"Still Asleep (Bonus Track)","RPWL","Wanted","2024-08-22T19:20:13Z","2JFSs9FqqptagIiazGqpkc"
"My Demons","Tears For Fears","The Tipping Point","2024-08-22T14:51:00Z","1TysPnm43DIRxvDrN4FFI9"
"Long, Long, Long Time","Tears For Fears","The Tipping Point","2024-08-22T14:44:48Z","6S2LKmzXx4aV4jTuOdjGML"
"The Tipping Point","Tears For Fears","The Tipping Point","2024-08-22T14:38:46Z","19ug3juWuv5wxSNZzTnFZ5"
"Sowing The Seeds Of Love","Tears For Fears","The Seeds Of Love","2024-08-22T14:01:41Z","62vx6uOYO7PrqKqKTKg9RY"
"Woman In Chains","Tears For Fears","The Seeds Of Love","2024-08-22T13:52:20Z","1ydGjYPl6SkTBwy6yhRCJT"
"Outsider - Apocalypse Remix","A Perfect Circle","aMOTION","2024-08-22T13:13:56Z","0bEcyzNCzM3tg7YR25K8La"
"I Don't Know How We Got Here","VOLA","I Don't Know How We Got Here","2024-08-22T11:09:13Z","0vt2eeGySaIBsyK7hgbOAb"
"The Purge","Within Temptation","Bleed Out","2024-08-22T07:51:00Z","5kHH5rCufO4JSuvAiCk3rJ"
"Wireless","Within Temptation","Bleed Out","2024-08-21T18:05:20Z","6UbxKCujBOlVBmHEnH6BEk"
"Tenement Funster - Remastered 2011","Queen","Sheer Heart Attack (2011 Remaster)","2024-08-21T16:12:35Z","5m53JNox7zkJDMfoeLEa8D"
"Killer Queen - Remastered 2011","Queen","Sheer Heart Attack (2011 Remaster)","2024-08-21T16:09:08Z","2AKOOhml62GZNFWDN7VqzT"
"Reptilian","Converge","The Dusk In Us","2024-08-21T15:33:20Z","1JAfKndWY7GsCj1nSTWjVx"
"Trigger","Converge","The Dusk In Us","2024-08-21T15:33:18Z","4dFUnh2iSclaagRJIz1u1J"
"Murk & Marrow","Converge","The Dusk In Us","2024-08-21T15:33:17Z","1aBEDOlVcBpJCDa0eWaUN9"
"The Dusk in Us","Converge","The Dusk In Us","2024-08-21T15:33:14Z","4XJStZO25PjwMq8hlEOaDK"
"I Can Tell You About Pain","Converge","The Dusk In Us","2024-08-21T15:33:13Z","5sYU2A8hh1up0MzY4nf1iH"
"Under Duress","Converge","The Dusk In Us","2024-08-21T15:33:10Z","1hUNACaFucS3hTBdqx4pN8"
"A Single Tear","Converge","The Dusk In Us","2024-08-21T15:33:09Z","23ijbpmuTVn6xfJoLx09Gs"
"All We Love We Leave Behind","Converge","All We Love We Leave Behind (Deluxe Edition)","2024-08-21T15:32:46Z","38ekh7ER21LsbR3pdhabu8"
"Vicious Muse","Converge","All We Love We Leave Behind (Deluxe Edition)","2024-08-21T15:32:44Z","35xhUVmNUaBvkUuRvGKeSO"
"Sadness Comes Home","Converge","All We Love We Leave Behind (Deluxe Edition)","2024-08-21T15:32:41Z","4Nc8hGISYqb8IxHLaasfcR"
"Worms Will Feed / Rats Will Feast","Converge","Axe To Fall","2024-08-21T15:32:27Z","4v5xLWrPynmXHcjUKXZBQ8"
"Dark Horse","Converge","Axe To Fall","2024-08-21T15:32:24Z","4bDHr5yOmdI2nmbWvBpPS2"
"Trophy Scars","Converge","No Heroes","2024-08-21T15:32:09Z","4E5p8zNENi6kSlitLv4idW"
"Lonewolves","Converge","No Heroes","2024-08-21T15:32:05Z","0zsode8mKKQqC3LAIIi7Nf"
"Grim Heart/ Black Rose","Converge","No Heroes","2024-08-21T15:32:02Z","5iePpT0jKdeCnvndMAwrwn"
"Eagles Become Vultures","Converge","You Fail Me","2024-08-21T15:31:39Z","0ou0ZBbmfP8rwz8Mzv3WkO"
"Last Light","Converge","You Fail Me","2024-08-21T15:31:36Z","4Sog5maLqQOMCXMUl8N7uQ"
"Jane Doe","Converge","Jane Doe","2024-08-21T15:31:20Z","6HZLP97RpHota93UgeDcJt"
"Homewrecker","Converge","Jane Doe","2024-08-21T15:31:17Z","5QgHa6ZzjVcvKIg0w7oO1N"
"Fault and Fracture","Converge","Jane Doe","2024-08-21T15:31:14Z","2ePkT9CNkP481L7A10PIV4"
"Letterbomb","Converge","When Forever Comes Crashing","2024-08-21T15:31:00Z","2F3C8ZJ4vHPMqgj8sC1Z1G"
"In Harms Way","Converge","When Forever Comes Crashing","2024-08-21T15:30:56Z","6pEQGKvveIrESvKfFxGQi2"
"One Second","Annisokay","Arms","2024-08-21T15:28:46Z","2LgNwuIjr5nR2FY9ZtJPC2"
"Escalators","Annisokay","Arms","2024-08-21T15:28:44Z","38VP0QtF3xWuwjp1KHdKQn"
"Innocence Was Here","Annisokay","Arms","2024-08-21T15:28:42Z","0XGs745lpdUzY8nhlSdLx4"
"Unaware","Annisokay","Arms","2024-08-21T15:28:39Z","1nuaGjGAJ47EcKr08bVaAa"
"Blind Lane","Annisokay","Devil May Care","2024-08-21T15:28:22Z","6Dl417aSUXL0JukkUx223T"
"Thumbs up, Thumbs Down","Annisokay","Devil May Care","2024-08-21T15:28:19Z","1nRGpmnC0MjYPGhHIWTUM9"
"Loud","Annisokay","Devil May Care","2024-08-21T15:28:17Z","4PDLc0kZlk7wlm2PcQsk2e"
"Life Cycles","Annisokay","Enigmatic Smile","2024-08-21T15:28:04Z","4wJWnRZUsP0igTThQlETSt"
"Snowblind","Annisokay","Enigmatic Smile","2024-08-21T15:28:01Z","2gQbziacJdb0siKzzKVrXY"
"Carry Me Away","Annisokay","Enigmatic Smile","2024-08-21T15:27:58Z","29y6JaoVF3LVcJ7D9kr0fU"
"Supernova","Within Temptation","Resist (Extended Deluxe)","2024-08-21T15:23:22Z","4GBbBy05LoSveNxjKxj26m"
"The Reckoning","Within Temptation","Resist (Extended Deluxe)","2024-08-21T15:23:16Z","6XnPopwCZ6odHVVqMsllL5"
"And We Run (feat. Xzibit)","Within Temptation","Hydra (Deluxe Edition)","2024-08-21T15:22:56Z","4AJGaPCvod4mWjBLWPfH3b"
