"37i9dQZF1DWSggqNUNxI08","Yu Su's track IDs","<a href=""spotify:artist:69zPIMRgsZieOHFtHtvnj0"">Yu Su</a>'s favorite tracks. Updated regularly. Curated by Yu Su. Discover more track IDs playlists <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f00000003de0af861f3d1f72868ed24a6","spotify","Spotify","user"
"37i9dQZF1DWSlskcBvOTt0","Tantra","Hypnotic melodic <a href=""spotify:genre:house"">house</a> and <a href=""spotify:genre:techno"">techno</a> to light up the night.","https://i.scdn.co/image/ab67706f00000003bf96081b442f717b7756b5b8","spotify","Spotify","user"
"37i9dQZF1DWSluyUi4YGjq","Shoegaze Now","A new gen of bands gazing at their pedals, while soaring celestially-high. julie on cover!","https://i.scdn.co/image/ab67706f000000034f34c58a2c1c5ac898fb2198","spotify","Spotify","user"
"37i9dQZF1DWSnDyPAn5upE","ethereal voices","Otherworldly voices in the realms of ambient. Cover: Grouper","https://i.scdn.co/image/ab67706f00000003911dbc521ff00fd5a5787627","spotify","Spotify","user"
"37i9dQZF1DWSnqDRRcBlDX","Amelie Lens' track IDs","<a href=""spotify:artist:5Ho1vKl1Uz8bJlk4vbmvmf"">Amelie Lens</a>' favorite tracks. Updated regularly. Curated by Amelie Lens. More track IDs <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f0000000391bde876649ebcee2ff1e518","spotify","Spotify","user"
"37i9dQZF1DWSsObZRzO8Xw","Math Rock","Welcome to the universe of complex rhythms and mesmerizing loops. Cover: toe","https://i.scdn.co/image/ab67706f00000003b6e39a1864d76fa55bf38ca1","spotify","Spotify","user"
"37i9dQZF1DWSsQxABZdOtf","Nina Las Vegas' track IDs","<a href=""spotify:artist:3L2tOP2vRYfjXVW4W1tKEJ"">Nina Las Vegas'</a> favourite tracks. Updated regularly. Curated by Nina Las Vegas. More track IDs <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f000000035c0201634069acce0091fb66","spotify","Spotify","user"
"37i9dQZF1DWT0upuUFtT7o","Fresh Finds Indie","The best new indie tracks from independent artists & labels. Updates every Wednesday. Cover: Noah Pope","https://i.scdn.co/image/ab67706f000000034e370b699deb0c82b2687c67","spotify","Spotify","user"
"37i9dQZF1DWT2jS7NwYPVI","New Noise","Your cheat sheet for everything on the rise in the rock/alt world. Cover: grandson","https://i.scdn.co/image/ab67706f000000034f61cb4c9cc990eb710c178d","spotify","Spotify","user"
"37i9dQZF1DWT8HFs5xP010","Ken Ishii's track IDs","<a href=""spotify:artist:0Jb1cpfG4GB6pZfroFhAw0"">Ken Ishii</a>'s favorite tracks. Updated regularly. Curated by Ken Ishii. More track IDs <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f00000003ba3f6401d44705b7c67dc449","spotify","Spotify","user"
"37i9dQZF1DWTA9xrja5XU1","Slushii's DJ Mix","<a href=""spotify:artist:41rVuRHYAiH7ltBTHVR9We"">Slushii</a> drops a colorful mix full of rumbling bass and head banging tunes.","https://i.scdn.co/image/ab67706f000000032b74141c51b438dd25717efe","spotify","Spotify","user"
"37i9dQZF1DWTETgNEeTR8L","Adam Beyer DJ Mix: Drum Codes","Techno legend <a href=""spotify:artist:1btv9qmIpbp7q1ixCYNdHu"">Adam Beyer</a> delivers a stunning masterpiece. ","https://i.scdn.co/image/ab67706f000000035f85825c2c4a372c4e529506","spotify","Spotify","user"
"37i9dQZF1DWTP5wXz7Mvlg","DJ Marky's track IDs","<a href=""spotify:artist:1rd51IrbtX9DqoU0Zxu4TV"">DJ Marky</a>'s favourite tracks. Updated regularly. Curated by DJ Marky. More track IDs <a href=""spotify:genre:track_id"">here</a>.","https://i.scdn.co/image/ab67706f000000033a6be3c11957f3b6223ff1d3","spotify","Spotify","user"
"37i9dQZF1DWTPIUY9wJIcE","OLAN's DJ Mix","The up-and-coming DJ & producer OLAN delivers a blend of breakbeats and electronica while showcasing her new album, Contra.","https://i.scdn.co/image/ab67706f00000003beb9f3ac354688dddab97473","spotify","Spotify","user"
