"34uwL0ulkK25wNFeilwXYa",1,"Dickhead","STAKE","All Is Chaos","spotify:track:34uwL0ulkK25wNFeilwXYa"
"2MJE4OVEkxMMTwDiCSSDBB",2,"Pyromaniac","STAKE","All Is Chaos","spotify:track:2MJE4OVEkxMMTwDiCSSDBB"
"0M9LPnRKm0eo7eOmZg6zi1",3,"The Calling","STAKE","All Is Chaos","spotify:track:0M9LPnRKm0eo7eOmZg6zi1"
"5qR41qppYlvVvOCtWdgu9g",4,"Black Fall","STAKE","All Is Chaos","spotify:track:5qR41qppYlvVvOCtWdgu9g"
"5iIgDF0wwKQ6sjQrPQ2hBd",5,"Stargazing","STAKE","All Is Chaos","spotify:track:5iIgDF0wwKQ6sjQrPQ2hBd"
"3QprX8buoapYnOWhmRSFfV",6,"Track Into the Sky","STAKE","All Is Chaos","spotify:track:3QprX8buoapYnOWhmRSFfV"
"5gV5bJmW5scoJeuSISbOCF",7,"Trapped","STAKE","All Is Chaos","spotify:track:5gV5bJmW5scoJeuSISbOCF"
"2nacbmzZeqS1Ck6Brrai4k",8,"Man Vs Man","STAKE","All Is Chaos","spotify:track:2nacbmzZeqS1Ck6Brrai4k"
"2pziWdhRqkzxJa9yfHgcw3",9,"Drowning in Your Blood","STAKE","All Is Chaos","spotify:track:2pziWdhRqkzxJa9yfHgcw3"
"6ZkNlbjQhugX0lCOLQEIjD",10,"The Perpetual","STAKE","All Is Chaos","spotify:track:6ZkNlbjQhugX0lCOLQEIjD"
