"4IRvqyW4fwKG5SE609VUeR",1,"In This Hell You Find Yourself","Greg Puciato","Mirrorcell","spotify:track:4IRvqyW4fwKG5SE609VUeR"
"0w3VUj5jcl5l4rruyum9Qp",2,"Reality Spiral","Greg Puciato","Mirrorcell","spotify:track:0w3VUj5jcl5l4rruyum9Qp"
"67ePZBPMbKYxeiM4QXcJIM",3,"No More Lives To Go","Greg Puciato","Mirrorcell","spotify:track:67ePZBPMbKYxeiM4QXcJIM"
"1oVtMlmQRrC77ZNhDyEead",4,"Never Wanted That","Greg Puciato","Mirrorcell","spotify:track:1oVtMlmQRrC77ZNhDyEead"
"7DqcbkCUwYw8p6M0bz8QY1",5,"Lowered","Greg Puciato","Mirrorcell","spotify:track:7DqcbkCUwYw8p6M0bz8QY1"
"6SgSkxrAUYr1WijYT7sdiL",6,"We","Greg Puciato","Mirrorcell","spotify:track:6SgSkxrAUYr1WijYT7sdiL"
"1aHI1brL8e1OU1ENlFvft0",7,"I, Eclipse","Greg Puciato","Mirrorcell","spotify:track:1aHI1brL8e1OU1ENlFvft0"
"3jB6QpEaDcI5q9CubEgHLk",8,"Rainbows Underground","Greg Puciato","Mirrorcell","spotify:track:3jB6QpEaDcI5q9CubEgHLk"
"1rLyIHLLOZ1bKtVfQWydQ7",9,"All Waves to Nothing","Greg Puciato","Mirrorcell","spotify:track:1rLyIHLLOZ1bKtVfQWydQ7"
