"7fn67nLRAPbsSushMwNP1L",1,"Orm Embar","Foehammer","Monumentum","spotify:track:7fn67nLRAPbsSushMwNP1L"
"4GCHZ1zrLtHusKdCcuoye0",2,"Oblivion Of Sand","Foehammer","Monumentum","spotify:track:4GCHZ1zrLtHusKdCcuoye0"
"1RaqzkjSBwjZCdaN9TuoQS",3,"The Disk","Foehammer","Monumentum","spotify:track:1RaqzkjSBwjZCdaN9TuoQS"
"6quzc8WCOtPKglDATpSMYB",4,"The Great Cortège part I: Accession Of The Elder","Foehammer","Monumentum","spotify:track:6quzc8WCOtPKglDATpSMYB"
"4QlMUsNE7iYPUcmi9M2JDW",5,"The Great Cortège part II: Annointment of the Gift-Child","Foehammer","Monumentum","spotify:track:4QlMUsNE7iYPUcmi9M2JDW"
