"005yHsz6xGZubdhG8ghJdY",1,"Death Walks Among Us - Single Edit","Depressed Mode","Death Walks Among Us","spotify:track:005yHsz6xGZubdhG8ghJdY"
"0pd2oOCz1IYH2cFKzhduyA",2,"So Long","Depressed Mode","Ghosts of Devotion","spotify:track:0pd2oOCz1IYH2cFKzhduyA"
"0AZHCZJEATTMzIlSkqwFPE",1,"Dead & Living","Depressed Mode","Dead & Living","spotify:track:0AZHCZJEATTMzIlSkqwFPE"
"2DL7iJbXFPbsXhzUOfUvum",8,"Dunkelheit (Burzum Cover)","Depressed Mode","Ghosts of Devotion","spotify:track:2DL7iJbXFPbsXhzUOfUvum"
"7tZ7QlUGXtCGEb0BVBuZh7",1,"You Remain","Lethian Dreams","Last Echoes Of Silence","spotify:track:7tZ7QlUGXtCGEb0BVBuZh7"
"50nYNT0VMDqOZZNjKRGGL6",2,"EnVain Part II : Don't Try To Picture It, It's Gone","Lethian Dreams","EnVain","spotify:track:50nYNT0VMDqOZZNjKRGGL6"
"6p1suw6NR6t2TiHJ5LKrlT",1,"EnVain Part I : A Distant Dream Somewhere","Lethian Dreams","EnVain","spotify:track:6p1suw6NR6t2TiHJ5LKrlT"
"64yKNUsdMsiZNHYfJreqBe",3,"Mist of Memories","Lethian Dreams","A Shadow of Memories","spotify:track:64yKNUsdMsiZNHYfJreqBe"
"16c2o0PJvsWSz41clZuIXv",5,"Inside the Mind","Officium Triste","Giving Yourself Away","spotify:track:16c2o0PJvsWSz41clZuIXv"
"1Ht9Kp9WXNqr6JdrUsAPqU",7,"Like a Flower in the Desert","Officium Triste","The Death of Gaia","spotify:track:1Ht9Kp9WXNqr6JdrUsAPqU"
"7nx4ojd3LAldxtC6lZOuSk",3,"Shackles","Officium Triste","The Death of Gaia","spotify:track:7nx4ojd3LAldxtC6lZOuSk"
"56tea2lGZJNDj1TSME4tor",1,"Your Eyes","Officium Triste","Giving Yourself Away","spotify:track:56tea2lGZJNDj1TSME4tor"
"3a0wbxTt7GSukipOpBAbx7",4,"Escape Of The Dove","The Fall Of Every Season","From Below","spotify:track:3a0wbxTt7GSukipOpBAbx7"
